Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDI50,8.42,0.030905215,14,OUT045,Canned,227.6352,Very_High,2,Tier 2,Supermarket Type1,2748.4224,1.786
FDD56,15.2,0.104365283,9,OUT017,Fruits and Vegetables,177.1054,High,2,Tier 2,Supermarket Type1,3151.8972,2.049
NCN41,17,0.087387669,18,OUT010,Health and Hygiene,125.073,Medium,2,Tier 3,Grocery Store,369.519,0.24
FDE23,17.6,0.053481818,9,OUT017,Starchy Foods,47.806,Low,2,Tier 2,Supermarket Type1,1071.938,0.697
FDL26,18,0.073306615,17,OUT049,Canned,155.0972,High,2,Tier 1,Supermarket Type1,3894.93,2.532
NCB30,14.6,0.043021542,18,OUT010,Household,196.9084,High,2,Tier 3,Grocery Store,595.2252,0.387
FDY50,5.8,0.13169655,9,OUT017,Dairy,89.4172,Medium,2,Tier 2,Supermarket Type1,2498.0816,1.624
NCK19,9.8,0.090834158,7,OUT018,Others,192.2478,High,2,Tier 3,Supermarket Type2,4068.7038,2.645
NCR38,17.25,0.19875618,31,OUT019,Household,250.7724,Very_High,3,Tier 1,Grocery Store,251.6724,0.164
FDI28,14.3,0.026321701,19,OUT046,Frozen Foods,77.6302,Medium,3,Tier 1,Supermarket Type1,950.7624,0.618
FDO24,11.1,0.176215665,19,OUT046,Baking Goods,158.8604,High,3,Tier 1,Supermarket Type1,2693.8268,1.751
FDC45,17,0.136008489,14,OUT045,Fruits and Vegetables,171.7106,High,2,Tier 2,Supermarket Type1,1711.106,1.112
FDU27,18.6,0.17174348,17,OUT049,Meat,48.8376,Low,2,Tier 1,Supermarket Type1,1294.3152,0.841
FDS09,8.895,0.08154715,9,OUT017,Snack Foods,49.8008,Low,2,Tier 2,Supermarket Type1,759.012,0.493
DRE13,6.28,0.027570939,31,OUT027,Soft Drinks,86.6198,Medium,2,Tier 3,Supermarket Type3,2529.3742,1.644
FDV15,10.3,0.146767897,7,OUT018,Meat,102.3648,Medium,2,Tier 3,Supermarket Type2,1557.972,1.013
FDH26,19.25,0.03467086,29,OUT013,Canned,141.8496,High,1,Tier 3,Supermarket Type1,2399.5432,1.56
FDI22,12.6,0.09619424,12,OUT035,Snack Foods,210.8612,Very_High,3,Tier 2,Supermarket Type1,1254.3672,0.815
FDJ26,15.3,0.08511049,7,OUT018,Canned,215.7218,Very_High,2,Tier 3,Supermarket Type2,1923.4962,1.25
FDD26,8.71,0.1263349,31,OUT019,Canned,184.0924,High,3,Tier 1,Grocery Store,555.2772,0.361
NCI55,18.6,0.012592289,31,OUT027,Household,123.3414,Medium,2,Tier 3,Supermarket Type3,4751.8146,3.089
FDA35,14.85,0.05357685,31,OUT027,Baking Goods,122.2072,Medium,2,Tier 3,Supermarket Type3,3552.7088,2.309
FDN21,18.6,0.077168705,7,OUT018,Snack Foods,160.6236,High,2,Tier 3,Supermarket Type2,1611.236,1.047
NCM43,14.5,0.032597778,18,OUT010,Others,163.621,High,2,Tier 3,Grocery Store,815.605,0.53
FDD09,13.5,0.021583971,7,OUT018,Fruits and Vegetables,179.5976,High,2,Tier 3,Supermarket Type2,2173.1712,1.413
FDI24,10.3,0.078903499,14,OUT045,Baking Goods,177.637,High,2,Tier 2,Supermarket Type1,4234.488,2.752
NCN41,17,0.091411749,31,OUT019,Health and Hygiene,121.373,Medium,3,Tier 1,Grocery Store,369.519,0.24
NCT53,5.4,0.084245356,31,OUT019,Health and Hygiene,164.6526,High,3,Tier 1,Grocery Store,657.8104,0.428
FDQ47,7.155,0.281509514,18,OUT010,Breads,33.8874,Low,2,Tier 3,Grocery Store,35.2874,0.023
NCD42,16.5,0.012689327,7,OUT018,Health and Hygiene,39.7506,Low,2,Tier 3,Supermarket Type2,227.7036,0.148
FDI21,5.59,0.094741514,18,OUT010,Snack Foods,63.1168,Low,2,Tier 3,Grocery Store,191.7504,0.125
FDS48,15.15,0.046496777,18,OUT010,Baking Goods,149.6708,High,2,Tier 3,Grocery Store,300.9416,0.196
FDW50,13.1,0.076005548,9,OUT017,Dairy,166.1158,High,2,Tier 2,Supermarket Type1,1169.8106,0.76
FDO37,8.06,0.023186135,7,OUT018,Breakfast,232.7326,Very_High,2,Tier 3,Supermarket Type2,3696.5216,2.403
FDS04,10.195,0.159077413,7,OUT018,Frozen Foods,139.5838,High,2,Tier 3,Supermarket Type2,4495.4816,2.922
FDP38,10.1,0.053732324,18,OUT010,Canned,49.8008,Low,2,Tier 3,Grocery Store,303.6048,0.197
NCF06,6.235,0.033807904,18,OUT010,Household,258.9962,Very_High,2,Tier 3,Grocery Store,258.9962,0.168
FDR35,12.5,0.020782036,7,OUT018,Breads,198.3742,High,2,Tier 3,Supermarket Type2,2587.9646,1.682
FDB04,11.35,0.063173691,29,OUT013,Dairy,86.1856,Medium,1,Tier 3,Supermarket Type1,1494.0552,0.971
FDK16,9.065,0.115563679,14,OUT045,Frozen Foods,96.0094,Medium,2,Tier 2,Supermarket Type1,1713.7692,1.114
FDM57,11.65,0.076278201,9,OUT017,Snack Foods,85.1908,Medium,2,Tier 2,Supermarket Type1,671.1264,0.436
FDF45,18.2,0.012223687,17,OUT049,Fruits and Vegetables,57.1904,Low,2,Tier 1,Supermarket Type1,1640.5312,1.066
FDH04,6.115,0.011419301,7,OUT018,Frozen Foods,91.0488,Medium,2,Tier 3,Supermarket Type2,1629.8784,1.059
FDL25,6.92,0.131458247,7,OUT018,Breakfast,90.5804,Medium,2,Tier 3,Supermarket Type2,183.7608,0.119
FDK40,7.035,0.021883368,17,OUT049,Frozen Foods,263.791,Very_High,2,Tier 1,Supermarket Type1,4996.829,3.248
FDV46,18.2,0.012607876,19,OUT046,Snack Foods,139.818,High,3,Tier 1,Supermarket Type1,1398.18,0.909
FDU31,10.5,0.025041738,14,OUT045,Fruits and Vegetables,218.7508,Very_High,2,Tier 2,Supermarket Type1,3255.762,2.116
NCQ53,17.6,0.018934719,17,OUT049,Health and Hygiene,237.759,Very_High,2,Tier 1,Supermarket Type1,3545.385,2.305
FDD09,13.5,0.021392306,31,OUT027,Fruits and Vegetables,182.0976,High,2,Tier 3,Supermarket Type3,6157.3184,4.002
FDY19,19.75,0.041448824,14,OUT045,Fruits and Vegetables,116.5466,Medium,2,Tier 2,Supermarket Type1,2828.3184,1.838
FDI33,16.5,0.028395167,29,OUT013,Snack Foods,91.7146,Medium,1,Tier 3,Supermarket Type1,2462.7942,1.601
FDG08,13.15,0.165221717,29,OUT013,Fruits and Vegetables,172.0764,High,1,Tier 3,Supermarket Type1,4466.1864,2.903
FDE39,7.89,0.036127671,12,OUT035,Dairy,117.4782,Medium,3,Tier 2,Supermarket Type1,2026.0294,1.317
FDH53,20.5,0.019277945,7,OUT018,Frozen Foods,82.8592,Medium,2,Tier 3,Supermarket Type2,1733.7432,1.127
FDB09,16.25,0.057629899,7,OUT018,Fruits and Vegetables,123.9046,Medium,2,Tier 3,Supermarket Type2,1120.5414,0.728
FDI22,12.6,0.096212432,19,OUT046,Snack Foods,207.2612,Very_High,3,Tier 1,Supermarket Type1,4390.2852,2.854
FDX24,8.355,0.024387984,31,OUT019,Baking Goods,92.4462,Medium,3,Tier 1,Grocery Store,185.0924,0.12
FDE09,8.775,0.021647195,14,OUT045,Fruits and Vegetables,109.5228,Medium,2,Tier 2,Supermarket Type1,994.7052,0.647
FDJ57,7.42,0.021573645,19,OUT046,Seafood,184.6582,High,3,Tier 1,Supermarket Type1,5015.4714,3.26
DRC49,8.67,0.065424208,12,OUT035,Soft Drinks,145.8128,High,3,Tier 2,Supermarket Type1,2444.8176,1.589
FDU19,8.77,0.046866331,14,OUT045,Fruits and Vegetables,170.5422,High,2,Tier 2,Supermarket Type1,1551.9798,1.009
FDU43,19.35,0.063551347,29,OUT013,Fruits and Vegetables,238.6564,Very_High,1,Tier 3,Supermarket Type1,3575.346,2.324
FDA50,16.25,0.087102593,29,OUT013,Dairy,96.041,Medium,1,Tier 3,Supermarket Type1,868.869,0.565
NCM29,11.5,0.01774202,9,OUT017,Health and Hygiene,129.6626,Medium,2,Tier 2,Supermarket Type1,1836.2764,1.194
FDQ13,11.1,0.010632752,29,OUT013,Canned,82.5908,Medium,1,Tier 3,Supermarket Type1,1510.0344,0.982
FDB26,14,0.031116081,31,OUT027,Canned,55.264,Low,2,Tier 3,Supermarket Type3,1544.656,1.004
FDI21,5.59,0.05671761,14,OUT045,Snack Foods,62.9168,Low,2,Tier 2,Supermarket Type1,1406.1696,0.914
FDV25,5.905,0.079931185,31,OUT019,Canned,219.7456,Very_High,3,Tier 1,Grocery Store,884.1824,0.575
FDQ23,6.55,0.024505418,29,OUT013,Breads,102.9332,Medium,1,Tier 3,Supermarket Type1,1845.5976,1.2
FDJ41,6.85,0.03830192,18,OUT010,Frozen Foods,261.2594,Very_High,2,Tier 3,Grocery Store,1046.6376,0.68
NCO42,21.25,0.024693927,17,OUT049,Household,144.1102,High,2,Tier 1,Supermarket Type1,1749.7224,1.137
FDQ13,11.1,0.010590075,31,OUT027,Canned,84.6908,Medium,2,Tier 3,Supermarket Type3,3691.1952,2.399
FDU47,12.8,0.190569038,18,OUT010,Breads,138.7838,High,2,Tier 3,Grocery Store,280.9676,0.183
FDW57,8.31,0.115800472,19,OUT046,Snack Foods,177.4028,High,3,Tier 1,Supermarket Type1,3896.2616,2.533
DRN47,12.1,0.016826748,19,OUT046,Hard Drinks,179.166,High,3,Tier 1,Supermarket Type1,3056.022,1.986
FDW28,18.25,0.088394115,31,OUT027,Frozen Foods,194.7452,High,2,Tier 3,Supermarket Type3,5872.356,3.817
NCN42,20.25,0.01543523,29,OUT013,Household,145.6418,High,1,Tier 3,Supermarket Type1,3384.2614,2.2
FDR60,14.3,0.129783577,31,OUT027,Baking Goods,78.2328,Medium,2,Tier 3,Supermarket Type3,1004.0264,0.653
FDO09,13.5,0.134757186,31,OUT019,Snack Foods,262.891,Very_High,3,Tier 1,Grocery Store,788.973,0.513
FDX45,16.75,0.114795073,19,OUT046,Snack Foods,156.163,High,3,Tier 1,Supermarket Type1,2816.334,1.831
FDH27,7.075,0.058465268,14,OUT045,Dairy,145.3128,High,2,Tier 2,Supermarket Type1,1869.5664,1.215
FDO08,11.1,0.053765212,12,OUT035,Fruits and Vegetables,163.1526,High,3,Tier 2,Supermarket Type1,1808.9786,1.176
FDG10,6.63,0.01098386,7,OUT018,Snack Foods,55.4588,Low,2,Tier 3,Supermarket Type2,343.5528,0.223
FDZ40,8.935,0.040245222,17,OUT049,Frozen Foods,54.9298,Low,2,Tier 1,Supermarket Type1,1348.245,0.876
FDZ27,7.935,0.017253305,9,OUT017,Dairy,51.435,Low,2,Tier 2,Supermarket Type1,499.35,0.325
FDZ46,7.485,0.069231189,17,OUT049,Snack Foods,112.1228,Medium,2,Tier 1,Supermarket Type1,1215.7508,0.79
FDI46,9.5,0.074648119,7,OUT018,Snack Foods,253.3724,Very_High,2,Tier 3,Supermarket Type2,755.0172,0.491
NCW53,18.35,0.030542489,17,OUT049,Health and Hygiene,193.1162,High,2,Tier 1,Supermarket Type1,2693.8268,1.751
FDY52,6.365,0.007359711,17,OUT049,Frozen Foods,60.1536,Low,2,Tier 1,Supermarket Type1,490.0288,0.319
FDU07,11.1,0.059940022,17,OUT049,Fruits and Vegetables,149.1366,High,2,Tier 1,Supermarket Type1,4231.8248,2.751
NCQ05,11.395,0.026026486,9,OUT017,Health and Hygiene,149.2708,High,2,Tier 2,Supermarket Type1,2407.5328,1.565
FDT16,9.895,0.048860587,7,OUT018,Frozen Foods,260.2278,Very_High,2,Tier 3,Supermarket Type2,4165.2448,2.707
NCJ17,7.68,0.153419412,9,OUT017,Health and Hygiene,86.4224,Medium,2,Tier 2,Supermarket Type1,511.3344,0.332
NCY29,13.65,0.077219509,12,OUT035,Health and Hygiene,56.493,Low,3,Tier 2,Supermarket Type1,509.337,0.331
NCQ18,15.75,0.13504726,12,OUT035,Household,98.57,Medium,3,Tier 2,Supermarket Type1,2496.75,1.623
FDS02,10.195,0.146094132,17,OUT049,Dairy,196.1794,High,2,Tier 1,Supermarket Type1,2926.191,1.902
NCK31,10.895,0.027157955,7,OUT018,Others,50.2666,Low,2,Tier 3,Supermarket Type2,820.2656,0.533
FDH60,19.7,0.080346058,31,OUT027,Baking Goods,195.711,High,2,Tier 3,Supermarket Type3,5499.508,3.575
FDO19,17.7,0.016596645,19,OUT046,Fruits and Vegetables,48.3034,Low,3,Tier 1,Supermarket Type1,777.6544,0.505
DRF37,17.25,0.084316691,12,OUT035,Soft Drinks,263.391,Very_High,3,Tier 2,Supermarket Type1,6311.784,4.103
FDN21,18.6,0.076791671,29,OUT013,Snack Foods,161.0236,High,1,Tier 3,Supermarket Type1,3705.8428,2.409
FDM14,13.8,0.01326146,12,OUT035,Canned,108.0254,Medium,3,Tier 2,Supermarket Type1,759.6778,0.494
FDO08,11.1,0.062307988,7,OUT018,Fruits and Vegetables,165.5526,High,2,Tier 3,Supermarket Type2,1973.4312,1.283
FDS27,10.195,0.012528611,9,OUT017,Meat,195.111,High,2,Tier 2,Supermarket Type1,3731.809,2.426
DRM59,5.88,0.003597678,17,OUT049,Hard Drinks,153.8998,High,2,Tier 1,Supermarket Type1,2922.1962,1.899
NCO29,11.15,0.032438645,9,OUT017,Health and Hygiene,163.0526,High,2,Tier 2,Supermarket Type1,2302.3364,1.497
FDC32,18.35,0.173527068,31,OUT019,Fruits and Vegetables,92.0462,Medium,3,Tier 1,Grocery Store,277.6386,0.18
DRA12,11.6,0.041112694,7,OUT018,Soft Drinks,142.0154,High,2,Tier 3,Supermarket Type2,850.8924,0.553
FDI14,14.1,0.089243504,31,OUT027,Canned,139.2496,High,2,Tier 3,Supermarket Type3,1976.0944,1.284
DRG51,12.1,0.011539622,19,OUT046,Dairy,163.5526,High,3,Tier 1,Supermarket Type1,2302.3364,1.497
FDR33,7.31,0.04690397,31,OUT019,Snack Foods,110.657,Medium,3,Tier 1,Grocery Store,659.142,0.428
FDS23,4.635,0.141686037,9,OUT017,Breads,126.9994,Medium,2,Tier 2,Supermarket Type1,1798.9916,1.169
NCF43,8.51,0.052051256,14,OUT045,Household,142.247,High,2,Tier 2,Supermarket Type1,2004.058,1.303
DRN37,9.6,0.09627919,12,OUT035,Soft Drinks,167.3158,High,3,Tier 2,Supermarket Type1,1838.2738,1.195
FDX57,17.25,0.047533568,9,OUT017,Snack Foods,96.9068,Medium,2,Tier 2,Supermarket Type1,1458.102,0.948
NCC42,15,0.04499948,14,OUT045,Health and Hygiene,140.4838,High,2,Tier 2,Supermarket Type1,1685.8056,1.096
FDS47,16.75,0.12888573,19,OUT046,Breads,87.6856,Medium,3,Tier 1,Supermarket Type1,1494.0552,0.971
DRK35,8.365,0.120256303,18,OUT010,Hard Drinks,39.2506,Low,2,Tier 3,Grocery Store,75.9012,0.049
DRF37,17.25,0.084397946,31,OUT019,Soft Drinks,261.291,Very_High,3,Tier 1,Grocery Store,788.973,0.513
DRI23,18.85,0.137755834,7,OUT018,Hard Drinks,161.8578,High,2,Tier 3,Supermarket Type2,3530.0716,2.295
FDB28,6.615,0.093913607,9,OUT017,Dairy,198.7426,High,2,Tier 2,Supermarket Type1,1186.4556,0.771
FDU50,5.75,0.075287081,17,OUT049,Dairy,115.3176,Medium,2,Tier 1,Supermarket Type1,572.588,0.372
FDD22,10,0.100055625,7,OUT018,Snack Foods,113.3544,Medium,2,Tier 3,Supermarket Type2,3467.4864,2.254
FDG04,13.1,0.006061565,12,OUT035,Frozen Foods,188.9898,High,3,Tier 2,Supermarket Type1,4303.0654,2.797
FDM08,10.1,0.053667516,17,OUT049,Fruits and Vegetables,223.0088,Very_High,2,Tier 1,Supermarket Type1,671.1264,0.436
FDI28,14.3,0.026194237,31,OUT027,Frozen Foods,79.0302,Medium,2,Tier 3,Supermarket Type3,1901.5248,1.236
FDM57,11.65,0.076002991,14,OUT045,Snack Foods,83.4908,Medium,2,Tier 2,Supermarket Type1,503.3448,0.327
NCS17,18.6,0.080111611,31,OUT027,Health and Hygiene,94.6436,Medium,2,Tier 3,Supermarket Type3,4065.3748,2.642
FDX44,9.3,0.043141572,7,OUT018,Fruits and Vegetables,90.4172,Medium,2,Tier 3,Supermarket Type2,1249.0408,0.812
DRE03,19.6,0.024276035,14,OUT045,Dairy,45.3718,Low,2,Tier 2,Supermarket Type1,614.5334,0.399
FDT46,11.35,0.03093263,7,OUT018,Snack Foods,51.5008,Low,2,Tier 3,Supermarket Type2,607.2096,0.395
FDW60,5.44,0.017096552,14,OUT045,Baking Goods,178.137,High,2,Tier 2,Supermarket Type1,3175.866,2.064
FDE44,14.65,0.172357491,9,OUT017,Fruits and Vegetables,50.8692,Low,2,Tier 2,Supermarket Type1,788.3072,0.512
FDT24,12.35,0.185824165,12,OUT035,Baking Goods,78.5328,Medium,3,Tier 2,Supermarket Type1,695.0952,0.452
FDO20,12.85,0.152988295,9,OUT017,Fruits and Vegetables,253.7382,Very_High,2,Tier 2,Supermarket Type1,2271.0438,1.476
FDV47,17.1,0.059335347,17,OUT049,Breads,85.5566,Medium,2,Tier 1,Supermarket Type1,1860.2452,1.209
FDZ26,11.6,0.143897558,29,OUT013,Dairy,240.6222,Very_High,1,Tier 3,Supermarket Type1,2868.2664,1.864
FDK48,7.445,0.037845086,9,OUT017,Baking Goods,75.5354,Medium,2,Tier 2,Supermarket Type1,1956.1204,1.271
FDX32,15.1,0.1748389,31,OUT019,Fruits and Vegetables,142.8786,High,3,Tier 1,Grocery Store,433.4358,0.282
FDE56,17.25,0.278730642,31,OUT019,Fruits and Vegetables,63.2194,Low,3,Tier 1,Grocery Store,247.6776,0.161
DRJ01,6.135,0.115500999,7,OUT018,Soft Drinks,161.1236,High,2,Tier 3,Supermarket Type2,644.4944,0.419
FDC53,8.68,0.01478914,18,OUT010,Frozen Foods,97.7384,Medium,2,Tier 3,Grocery Store,98.5384,0.064
NCN07,18.5,0.033938279,12,OUT035,Others,132.5284,Medium,3,Tier 2,Supermarket Type1,1318.284,0.857
FDI28,14.3,0.026299797,29,OUT013,Frozen Foods,79.4302,Medium,1,Tier 3,Supermarket Type1,1743.0644,1.133
NCO55,12.8,0.159394437,31,OUT019,Others,105.6938,Medium,3,Tier 1,Grocery Store,214.3876,0.139
FDP46,15.35,0.082677212,19,OUT046,Snack Foods,88.283,Medium,3,Tier 1,Supermarket Type1,1797.66,1.168
FDX26,17.7,0.101789071,29,OUT013,Dairy,182.5292,High,1,Tier 3,Supermarket Type1,2736.438,1.779
FDD56,15.2,0.10377827,19,OUT046,Fruits and Vegetables,175.6054,High,3,Tier 1,Supermarket Type1,2451.4756,1.593
FDP12,9.8,0.045522854,9,OUT017,Baking Goods,35.0874,Low,2,Tier 2,Supermarket Type1,352.874,0.229
FDT40,5.985,0.095331433,31,OUT027,Frozen Foods,125.5678,Medium,2,Tier 3,Supermarket Type3,2543.356,1.653
FDV57,15.25,0.065911354,7,OUT018,Snack Foods,179.766,High,2,Tier 3,Supermarket Type2,3056.022,1.986
FDZ09,17.6,0.105472205,9,OUT017,Snack Foods,165.6868,High,2,Tier 2,Supermarket Type1,3111.9492,2.023
FDA07,7.55,0.030938774,12,OUT035,Fruits and Vegetables,121.0072,Medium,3,Tier 2,Supermarket Type1,2082.6224,1.354
FDV36,18.7,0.026174636,31,OUT027,Baking Goods,127.102,Medium,2,Tier 3,Supermarket Type3,3415.554,2.22
FDQ01,19.7,0.160671255,12,OUT035,Canned,254.7014,Very_High,3,Tier 2,Supermarket Type1,3570.0196,2.321
FDW46,13,0.070243155,29,OUT013,Snack Foods,65.7484,Low,1,Tier 3,Supermarket Type1,391.4904,0.254
FDW19,12.35,0.038313981,31,OUT027,Fruits and Vegetables,109.957,Medium,2,Tier 3,Supermarket Type3,4504.137,2.928
FDY01,11.8,0.170548238,17,OUT049,Canned,113.8834,Medium,2,Tier 1,Supermarket Type1,1382.2008,0.898
FDG60,20.35,0.060794097,17,OUT049,Baking Goods,233.6616,Very_High,2,Tier 1,Supermarket Type1,2577.9776,1.676
FDL22,16.85,0.036446751,17,OUT049,Snack Foods,90.3488,Medium,2,Tier 1,Supermarket Type1,996.0368,0.647
DRK01,7.63,0.061188147,14,OUT045,Soft Drinks,94.0436,Medium,2,Tier 2,Supermarket Type1,1134.5232,0.737
FDO12,15.75,0.054884821,29,OUT013,Baking Goods,195.3452,High,1,Tier 3,Supermarket Type1,1761.7068,1.145
FDX12,18.2,0.026064486,19,OUT046,Baking Goods,241.8196,Very_High,3,Tier 1,Supermarket Type1,4097.3332,2.663
FDR28,13.85,0.025936747,17,OUT049,Frozen Foods,164.921,High,2,Tier 1,Supermarket Type1,2609.936,1.696
FDH57,10.895,0.035949725,9,OUT017,Fruits and Vegetables,132.9284,Medium,2,Tier 2,Supermarket Type1,3295.71,2.142
FDC04,15.6,0.045168898,7,OUT018,Dairy,242.9854,Very_High,2,Tier 3,Supermarket Type2,2175.1686,1.414
NCI06,11.3,0.04767798,29,OUT013,Household,181.466,High,1,Tier 3,Supermarket Type1,3775.086,2.454
NCY53,20,0.058812134,9,OUT017,Health and Hygiene,111.6544,Medium,2,Tier 2,Supermarket Type1,1565.9616,1.018
FDR22,19.35,0.018667601,9,OUT017,Snack Foods,112.9544,Medium,2,Tier 2,Supermarket Type1,2908.2144,1.89
FDM33,15.6,0.087646694,29,OUT013,Snack Foods,221.5798,Very_High,1,Tier 3,Supermarket Type1,5509.495,3.581
FDO57,20.75,0.19033746,31,OUT019,Snack Foods,159.4578,High,3,Tier 1,Grocery Store,160.4578,0.104
FDO56,10.195,0.045165796,7,OUT018,Fruits and Vegetables,118.4808,Medium,2,Tier 3,Supermarket Type2,1640.5312,1.066
FDO58,19.6,0.039385518,31,OUT027,Snack Foods,164.8526,High,2,Tier 3,Supermarket Type3,2631.2416,1.71
FDQ45,9.5,0.010914988,12,OUT035,Snack Foods,183.8608,High,3,Tier 2,Supermarket Type1,2572.6512,1.672
FDO60,20,0.034203092,31,OUT027,Baking Goods,43.3086,Low,2,Tier 3,Supermarket Type3,624.5204,0.406
FDI34,10.65,0.085268317,17,OUT049,Snack Foods,229.7668,Very_High,2,Tier 1,Supermarket Type1,3916.2356,2.546
FDJ26,15.3,0.084354713,31,OUT027,Canned,215.5218,Very_High,2,Tier 3,Supermarket Type3,4915.6014,3.195
FDV08,7.35,0.028571132,29,OUT013,Fruits and Vegetables,40.8454,Low,1,Tier 3,Supermarket Type1,587.2356,0.382
DRD60,15.7,0.037383778,7,OUT018,Soft Drinks,179.7634,High,2,Tier 3,Supermarket Type2,1817.634,1.181
FDX20,7.365,0.042354152,31,OUT027,Fruits and Vegetables,227.272,Very_High,2,Tier 3,Supermarket Type3,7017.532,4.561
FDG59,15.85,0.043410693,7,OUT018,Starchy Foods,39.4164,Low,2,Tier 3,Supermarket Type2,154.4656,0.1
FDN58,13.8,0.056872392,19,OUT046,Snack Foods,231.1984,Very_High,3,Tier 1,Supermarket Type1,5097.3648,3.313
FDV48,9.195,0.051573903,29,OUT013,Baking Goods,79.8644,Medium,1,Tier 3,Supermarket Type1,785.644,0.511
FDA15,9.3,0.016113019,9,OUT017,Dairy,248.8092,Very_High,2,Tier 2,Supermarket Type1,5976.2208,3.885
FDI19,15.1,0.052295514,29,OUT013,Meat,242.9512,Very_High,1,Tier 3,Supermarket Type1,4847.024,3.151
FDX19,19.1,0.097127867,7,OUT018,Fruits and Vegetables,234.4958,Very_High,2,Tier 3,Supermarket Type2,1635.8706,1.063
FDO52,11.6,0.077284566,17,OUT049,Frozen Foods,172.4106,High,2,Tier 1,Supermarket Type1,4277.765,2.781
NCO05,7.27,0.046653872,14,OUT045,Health and Hygiene,98.6384,Medium,2,Tier 2,Supermarket Type1,1970.768,1.281
NCP17,19.35,0.02775746,17,OUT049,Health and Hygiene,62.5168,Low,2,Tier 1,Supermarket Type1,1534.0032,0.997
FDK56,9.695,0.142323594,18,OUT010,Fruits and Vegetables,186.7898,High,2,Tier 3,Grocery Store,561.2694,0.365
NCG43,20.2,0.087476883,19,OUT046,Household,94.1462,Medium,3,Tier 1,Supermarket Type1,832.9158,0.541
DRM59,5.88,0.003574698,31,OUT027,Hard Drinks,154.6998,High,2,Tier 3,Supermarket Type3,3229.7958,2.099
FDA47,10.5,0.11733375,9,OUT017,Baking Goods,164.121,High,2,Tier 2,Supermarket Type1,2773.057,1.802
FDY20,12.5,0.081684728,29,OUT013,Fruits and Vegetables,92.3488,Medium,1,Tier 3,Supermarket Type1,1177.1344,0.765
FDZ22,9.395,0.079261744,31,OUT019,Snack Foods,81.825,Medium,3,Tier 1,Grocery Store,83.225,0.054
FDB52,17.75,0.030410273,29,OUT013,Dairy,256.0672,Very_High,1,Tier 3,Supermarket Type1,2045.3376,1.329
NCS29,9,0.069938838,9,OUT017,Health and Hygiene,264.8884,Very_High,2,Tier 2,Supermarket Type1,2914.8724,1.895
DRC12,17.85,0.037885683,17,OUT049,Soft Drinks,190.4188,High,2,Tier 1,Supermarket Type1,952.094,0.619
FDP13,8.1,0.235183205,31,OUT019,Canned,41.548,Low,3,Tier 1,Grocery Store,79.896,0.052
DRF23,4.61,0.123151947,7,OUT018,Hard Drinks,175.2396,High,2,Tier 3,Supermarket Type2,2093.2752,1.361
FDB56,8.75,0.074565098,29,OUT013,Fruits and Vegetables,186.8556,High,1,Tier 3,Supermarket Type1,7322.4684,4.76
FDQ47,7.155,0.169137707,9,OUT017,Breads,35.2874,Low,2,Tier 2,Supermarket Type1,388.1614,0.252
FDY39,5.305,0.054537385,31,OUT027,Meat,182.0608,High,2,Tier 3,Supermarket Type3,7717.9536,5.017
FDY36,12.3,0.009429612,14,OUT045,Baking Goods,71.338,Medium,2,Tier 2,Supermarket Type1,1098.57,0.714
NCM17,7.93,0.071076672,29,OUT013,Health and Hygiene,44.9086,Low,1,Tier 3,Supermarket Type1,802.9548,0.522
DRN35,8.01,0.070234306,12,OUT035,Hard Drinks,34.9532,Low,3,Tier 2,Supermarket Type1,539.298,0.351
FDK22,9.8,0.043663452,18,OUT010,Snack Foods,217.185,Very_High,2,Tier 3,Grocery Store,432.77,0.281
FDI07,12.35,0.059110912,31,OUT019,Meat,199.3426,High,3,Tier 1,Grocery Store,395.4852,0.257
DRK37,5,0.048764245,18,OUT010,Soft Drinks,190.453,High,2,Tier 3,Grocery Store,379.506,0.247
NCP05,19.6,0.042324556,18,OUT010,Health and Hygiene,150.9024,High,2,Tier 3,Grocery Store,303.6048,0.197
NCD42,16.5,0.012657494,17,OUT049,Health and Hygiene,36.3506,Low,2,Tier 1,Supermarket Type1,872.8638,0.567
FDW11,12.6,0.048857925,17,OUT049,Breads,61.0194,Low,2,Tier 1,Supermarket Type1,1052.6298,0.684
FDI14,14.1,0.090185027,9,OUT017,Canned,140.2496,High,2,Tier 2,Supermarket Type1,2681.8424,1.743
NCY42,6.38,0.015186146,17,OUT049,Household,144.947,High,2,Tier 1,Supermarket Type1,3435.528,2.233
FDV26,20.25,0.083364898,17,OUT049,Dairy,194.2794,High,2,Tier 1,Supermarket Type1,4291.7468,2.79
FDX15,17.2,0.155541973,31,OUT027,Meat,159.7578,High,2,Tier 3,Supermarket Type3,641.8312,0.417
NCG07,12.3,0.052502049,19,OUT046,Household,190.853,High,3,Tier 1,Supermarket Type1,4364.319,2.837
FDC44,15.6,0.172596885,19,OUT046,Fruits and Vegetables,114.8518,Medium,3,Tier 1,Supermarket Type1,2163.1842,1.406
FDC47,15,0.118868155,12,OUT035,Snack Foods,229.4694,Very_High,3,Tier 2,Supermarket Type1,5937.6044,3.859
